날짜,역명,구분,새벽,출근,낮,퇴근,출근_ratio,퇴근_ratio,commute_balance,위도,경도
2024-01-20,역촌,승차,321,681,1638,406,0.22357189757058438,0.13328956007879186,0.2529898804047838,37.606021,126.922744
2024-01-20,역촌,하차,893,349,1400,890,0.09881087202718007,0.2519818799546999,-0.43664245359160614,37.606021,126.922744
2024-01-20,불광,승차,484,502,2507,872,0.11500572737686139,0.1997709049255441,-0.2692867540029112,37.610873,126.92939
2024-01-20,불광,승차,484,502,2507,872,0.11500572737686139,0.1997709049255441,-0.2692867540029112,37.610553,126.92982
2024-01-20,불광,하차,692,440,1871,735,0.11771000535045478,0.19662921348314608,-0.251063829787234,37.610873,126.92939
2024-01-20,불광,하차,692,440,1871,735,0.11771000535045478,0.19662921348314608,-0.251063829787234,37.610553,126.92982
2024-01-20,독바위,승차,172,516,1147,232,0.24963715529753266,0.11223996129656506,0.37967914438502676,37.618456,126.933031
2024-01-20,독바위,하차,528,236,963,540,0.10410233789148654,0.23820026466696073,-0.3917525773195876,37.618456,126.933031
2024-01-20,구산,승차,545,1416,3423,830,0.22787254586417766,0.1335693595107821,0.26090828138913624,37.611377,126.91727
2024-01-20,구산,하차,1009,508,2101,1103,0.10760432111840712,0.23363694132599025,-0.36933581626319056,37.611377,126.91727
2024-01-20,디지털미디어시티,승차,831,1807,4666,1318,0.20958014381813964,0.1528647645557875,0.15648,37.576958,126.898609
2024-01-20,디지털미디어시티,승차,831,1807,4666,1318,0.20958014381813964,0.1528647645557875,0.15648,37.576108,126.901391
2024-01-20,디지털미디어시티,승차,831,1807,4666,1318,0.20958014381813964,0.1528647645557875,0.15648,37.577475,126.900453
2024-01-20,디지털미디어시티,하차,2206,1230,3487,2052,0.1370473537604457,0.2286350974930362,-0.25045703839122485,37.576958,126.898609
2024-01-20,디지털미디어시티,하차,2206,1230,3487,2052,0.1370473537604457,0.2286350974930362,-0.25045703839122485,37.576108,126.901391
2024-01-20,디지털미디어시티,하차,2206,1230,3487,2052,0.1370473537604457,0.2286350974930362,-0.25045703839122485,37.577475,126.900453
