기준_날짜,집계_기준,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,기준_시간
20240104,도착시간,ST-3126,진관동_096_1,ST-1481,진관동_038_3,1.0,5.0,810.0,2200.0
20240104,출발시간,ST-3126,진관동_096_1,ST-1481,진관동_038_3,1.0,6.0,860.0,2035.0
20240104,도착시간,ST-2263,진관동_108_6,ST-2264,역촌동_073_1,1.0,22.0,88.0,2035.0
20240104,출발시간,ST-2263,진관동_108_6,ST-2264,역촌동_073_1,1.0,22.0,88.0,2010.0
20240104,출발시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,2.0,630.0,2115.0
20240104,도착시간,ST-3126,진관동_096_1,ST-1481,진관동_038_3,1.0,6.0,860.0,2045.0
20240104,출발시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,5.0,720.0,815.0
20240104,도착시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,5.0,720.0,825.0
20240104,출발시간,ST-2263,진관동_108_6,ST-2824,갈현1동_032_1,2.0,17.0,2777.0,835.0
20240104,출발시간,ST-2263,진관동_108_6,ST-2263,진관동_108_6,1.0,0.0,0.0,835.0
20240104,도착시간,ST-2263,진관동_108_6,ST-2263,진관동_108_6,1.0,0.0,0.0,835.0
20240104,도착시간,ST-2263,진관동_108_6,ST-1029,녹번동_041_1,1.0,19.0,4244.0,750.0
20240104,도착시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,2.0,700.0,740.0
20240104,출발시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,3.0,428.0,910.0
20240104,도착시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,3.0,428.0,910.0
20240104,도착시간,ST-2263,진관동_108_6,ST-2824,갈현1동_032_1,2.0,17.0,2777.0,845.0
20240104,출발시간,ST-2263,진관동_108_6,ST-1035,불광2동_021_1,1.0,6.0,1620.0,1705.0
20240104,도착시간,ST-2263,진관동_108_6,ST-1035,불광2동_021_1,1.0,6.0,1620.0,1715.0
20240104,출발시간,ST-1027,진관동_038_1,ST-471,불광1동_018_1,1.0,14.0,1931.0,1720.0
20240104,도착시간,ST-1027,진관동_038_1,ST-471,불광1동_018_1,1.0,14.0,1931.0,1735.0
20240104,도착시간,ST-2263,진관동_108_6,ST-469,진관동_108_7,1.0,5.0,672.0,1850.0
20240104,도착시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,12.0,1001.0,1815.0
20240104,도착시간,ST-3126,진관동_096_1,ST-3126,진관동_096_1,1.0,0.0,0.0,1800.0
20240104,출발시간,ST-3126,진관동_096_1,ST-3126,진관동_096_1,1.0,0.0,0.0,1800.0
20240104,출발시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,12.0,1001.0,1805.0
20240104,출발시간,ST-2263,진관동_108_6,ST-469,진관동_108_7,1.0,5.0,672.0,1845.0
20240104,도착시간,ST-3126,진관동_096_1,ST-1483,진관동_038_4,1.0,6.0,900.0,1050.0
20240104,출발시간,ST-3126,진관동_096_1,ST-1483,진관동_038_4,1.0,6.0,900.0,1045.0
20240104,출발시간,ST-3126,진관동_096_1,ST-3058,진관동_038_8,1.0,2.0,528.0,1235.0
20240104,도착시간,ST-3126,진관동_096_1,ST-3058,진관동_038_8,1.0,2.0,528.0,1235.0
20240105,도착시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,3.0,610.0,640.0
20240105,도착시간,ST-3126,진관동_096_1,ST-3126,진관동_096_1,1.0,0.0,0.0,635.0
20240105,도착시간,ST-1027,진관동_038_1,ST-2781,진관동_069_2,1.0,34.0,973.0,635.0
20240105,출발시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,3.0,610.0,635.0
20240105,출발시간,ST-3126,진관동_096_1,ST-3126,진관동_096_1,1.0,0.0,0.0,635.0
20240105,도착시간,ST-3126,진관동_096_1,ST-2778,불광1동_051_1,1.0,24.0,3280.0,310.0
20240105,출발시간,ST-3126,진관동_096_1,ST-2778,불광1동_051_1,1.0,24.0,3280.0,245.0
20240105,출발시간,ST-1027,진관동_038_1,ST-2781,진관동_069_2,1.0,34.0,973.0,600.0
20240105,출발시간,ST-2263,진관동_108_6,ST-453,진관동_038_9,1.0,4.0,930.0,1835.0
20240105,출발시간,ST-3126,진관동_096_1,ST-3126,진관동_096_1,1.0,12.0,1210.0,1835.0
20240105,도착시간,ST-2263,진관동_108_6,ST-469,진관동_108_7,1.0,27.0,1327.0,1935.0
20240105,출발시간,ST-2263,진관동_108_6,ST-452,진관동_013_1,1.0,18.0,2630.0,1955.0
20240105,도착시간,ST-3126,진관동_096_1,ST-3126,진관동_096_1,1.0,12.0,1210.0,1850.0
20240105,도착시간,ST-2263,진관동_108_6,ST-453,진관동_038_9,1.0,4.0,930.0,1840.0
20240105,출발시간,ST-2263,진관동_108_6,ST-469,진관동_108_7,1.0,27.0,1327.0,1905.0
20240105,출발시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,5.0,612.0,1540.0
20240105,출발시간,ST-3126,진관동_096_1,ST-453,진관동_038_9,1.0,5.0,612.0,1535.0
